transacao_id,valor,hora,merchant_category,device_type,hist_compras_30d,tempo_conta_dias,fraude
5748,17.27,8,servicos,desktop,45,162,0
5749,40.06,8,servicos,desktop,44,676,0
5750,78.04,19,eletronicos,mobile,52,1566,0
5751,137.96,15,transporte,desktop,66,2059,0
5752,128.66,3,vestuario,mobile,26,1558,0
5753,307.6,18,servicos,mobile,23,2814,0
5754,318.41,9,alimentacao,desktop,21,588,0
5755,34.48,8,eletronicos,mobile,29,2998,0
5756,117.03,2,alimentacao,desktop,47,743,0
5757,35.42,23,alimentacao,mobile,64,2194,0
5758,73.18,1,servicos,mobile,33,957,0
5759,128.25,23,alimentacao,mobile,33,2049,0
5760,2.12,1,servicos,mobile,72,29,0
5761,1277.13,12,transporte,mobile,27,2159,0
5762,167.85,2,vestuario,mobile,13,2451,0
5763,46.75,11,saude,mobile,27,1021,0
5764,750.03,20,servicos,mobile,3,2318,0
5765,61.43,14,servicos,desktop,29,1598,0
5766,104.14,13,alimentacao,desktop,71,961,0
5767,52.68,2,transporte,tablet,64,1748,0
5768,554.01,22,servicos,desktop,71,1723,0
5769,80.2,9,servicos,tablet,24,1027,0
5770,106.11,12,servicos,desktop,33,985,0
5771,338.38,21,servicos,desktop,67,1339,1
5772,171.34,15,alimentacao,desktop,60,81,0
5773,84.79,17,alimentacao,tablet,14,1725,0
5774,305.34,4,saude,desktop,67,1769,0
5775,1468.99,11,vestuario,atm,8,1616,0
5776,127.63,12,servicos,mobile,20,2165,0
5777,102.35,4,vestuario,atm,42,1482,0
5778,108.6,9,saude,mobile,52,1002,0
5779,380.49,19,servicos,mobile,63,2412,0
5780,46.57,22,alimentacao,mobile,58,724,0
5781,66.28,19,servicos,desktop,22,29,0
5782,16.59,22,transporte,mobile,28,793,0
5783,24.48,23,transporte,mobile,57,2149,0
5784,50.93,4,servicos,mobile,75,1047,0
5785,84.65,20,transporte,desktop,69,503,0
5786,630.17,14,alimentacao,mobile,77,1403,0
5787,162.32,20,vestuario,desktop,54,575,0
5788,33.01,15,saude,desktop,38,2265,0
5789,40.42,2,alimentacao,desktop,61,310,1
5790,408.39,13,servicos,desktop,6,597,0
5791,310.84,18,eletronicos,mobile,74,2346,0
5792,92.85,2,transporte,atm,73,2119,0
5793,55.32,12,servicos,tablet,40,735,0
5794,310.26,15,vestuario,mobile,41,2893,0
5795,30.18,11,servicos,mobile,42,193,0
5796,138.55,19,servicos,mobile,11,541,0
5797,1096.55,3,saude,tablet,16,683,0
5798,112.83,8,servicos,tablet,58,1523,0
5799,38.35,22,alimentacao,tablet,2,1533,0
5800,141.37,12,servicos,atm,54,1084,0
5801,53.68,4,vestuario,desktop,24,703,0
5802,19.42,2,alimentacao,mobile,11,1801,0
5803,194.64,14,vestuario,mobile,47,1207,0
5804,307.85,22,servicos,mobile,21,2642,0
5805,63.94,1,alimentacao,mobile,35,227,0
5806,59.44,2,transporte,mobile,69,2659,0
5807,31.26,9,eletronicos,mobile,55,2455,0
5808,76.33,5,transporte,desktop,77,1329,0
5809,48.49,2,servicos,mobile,31,2098,0
5810,29.6,7,alimentacao,tablet,32,2272,0
5811,721.54,15,servicos,atm,54,2654,0
5812,150.38,19,servicos,mobile,10,1534,0
5813,168.96,7,transporte,mobile,68,244,0
5814,237.87,16,eletronicos,mobile,28,2316,0
5815,210.22,19,alimentacao,tablet,37,463,0
5816,57.14,0,alimentacao,desktop,40,2653,0
5817,121.49,20,eletronicos,mobile,5,2461,0
5818,66.96,4,alimentacao,desktop,24,2135,0
5819,145.81,16,servicos,tablet,11,1045,0
5820,131.09,18,vestuario,mobile,48,183,0
5821,59.09,20,alimentacao,desktop,56,1291,0
5822,20.86,9,transporte,mobile,0,736,0
5823,105.73,15,servicos,mobile,0,2918,0
5824,71.9,0,alimentacao,atm,65,2357,0
5825,11.25,10,servicos,mobile,26,561,0
5826,157.34,23,alimentacao,tablet,67,59,0
5827,260.31,3,saude,desktop,52,2760,0
5828,1452.72,3,transporte,mobile,62,1554,0
5829,58.54,16,eletronicos,desktop,30,2175,0
5830,49.77,12,vestuario,mobile,24,1831,0
5831,26.57,10,transporte,mobile,57,937,0
5832,113.24,5,servicos,mobile,50,2460,0
5833,112.45,4,alimentacao,tablet,45,660,0
5834,36.88,17,alimentacao,atm,29,2420,0
5835,74.26,8,alimentacao,mobile,49,2906,0
5836,10.21,18,vestuario,mobile,31,220,0
5837,249.39,10,servicos,atm,71,2349,0
5838,38.56,9,alimentacao,desktop,56,2039,0
5839,86.65,5,servicos,mobile,31,2300,0
5840,18.74,15,servicos,mobile,67,2371,0
5841,47.44,6,alimentacao,mobile,5,2807,0
5842,66.18,21,alimentacao,mobile,66,317,0
5843,88.91,9,transporte,mobile,33,903,0
5844,152.58,19,alimentacao,desktop,18,1456,0
5845,438.33,11,servicos,desktop,66,2661,0
5846,201.54,9,eletronicos,mobile,52,1948,0
5847,259.4,10,transporte,desktop,5,1820,0
5848,441.74,10,servicos,mobile,21,1027,0
5849,168.46,11,alimentacao,desktop,36,371,0
5850,86.45,21,servicos,mobile,50,1112,0
5851,273.15,16,vestuario,mobile,64,1432,0
5852,293.04,0,transporte,mobile,29,309,0
5853,183.72,1,eletronicos,mobile,64,482,0
5854,18.17,0,alimentacao,desktop,63,2323,0
5855,35.67,16,saude,desktop,30,736,0
5856,66.53,4,transporte,mobile,74,712,0
5857,212.21,9,servicos,mobile,75,308,0
5858,87.93,19,saude,desktop,23,1305,0
5859,314.37,3,eletronicos,desktop,44,133,0
5860,382.51,3,servicos,desktop,69,1549,0
5861,336.66,1,vestuario,tablet,43,218,0
5862,339.03,6,alimentacao,desktop,59,262,0
5863,28.77,2,saude,mobile,63,2927,0
5864,153.07,15,eletronicos,tablet,45,1293,0
5865,46.14,17,servicos,mobile,28,878,0
5866,14.67,4,vestuario,desktop,41,457,0
5867,65.61,12,alimentacao,atm,66,1347,0
5868,386.53,7,transporte,mobile,25,698,0
5869,149.43,1,alimentacao,mobile,67,671,1
5870,828.48,11,alimentacao,mobile,16,1069,0
5871,109.39,16,servicos,atm,36,401,0
5872,1329.53,5,alimentacao,mobile,6,1469,0
5873,109.43,18,saude,desktop,68,1227,0
5874,92.27,23,transporte,mobile,56,1303,0
5875,22.04,1,eletronicos,mobile,9,2346,0
5876,305.4,3,alimentacao,mobile,17,215,0
5877,51.81,6,alimentacao,tablet,42,807,0
5878,44.18,20,vestuario,mobile,39,1051,0
5879,368.47,3,transporte,atm,9,1151,0
5880,321.84,11,vestuario,desktop,71,118,0
5881,312.7,12,vestuario,atm,36,762,0
5882,60.44,3,alimentacao,mobile,53,753,0
5883,85.11,1,eletronicos,mobile,60,2741,0
5884,84.28,2,transporte,mobile,13,256,0
5885,212.89,1,alimentacao,mobile,26,1494,0
5886,497.16,12,servicos,desktop,58,502,0
5887,134.96,22,alimentacao,mobile,61,2925,0
5888,790.27,8,alimentacao,atm,17,1507,0
5889,241.51,6,eletronicos,mobile,25,976,0
5890,69.53,5,eletronicos,mobile,62,2782,0
5891,223.99,23,saude,desktop,27,1934,0
5892,587.89,23,servicos,mobile,6,585,0
5893,810.88,15,servicos,mobile,39,2136,0
5894,332.15,11,eletronicos,atm,11,2192,0
5895,92.6,3,transporte,mobile,47,1525,0
5896,70.93,22,alimentacao,desktop,74,132,0
5897,169.64,0,servicos,mobile,8,2218,0
5898,567.57,3,transporte,mobile,22,1008,0
5899,145.06,16,transporte,mobile,45,317,0
5900,148.41,4,vestuario,tablet,12,1204,0
5901,95.25,2,servicos,mobile,42,1483,0
5902,62.76,14,eletronicos,mobile,17,325,0
5903,75.31,0,alimentacao,mobile,50,653,0
5904,104.48,6,saude,atm,28,1910,0
5905,595.8,15,alimentacao,mobile,74,2011,0
5906,69.15,4,saude,desktop,67,437,0
5907,95.38,18,transporte,mobile,79,730,0
5908,34.75,2,saude,mobile,12,2402,0
5909,198.01,14,saude,mobile,75,268,0
5910,404.78,1,transporte,mobile,1,1774,0
5911,537.51,17,servicos,mobile,17,1251,0
5912,112.58,18,alimentacao,mobile,69,2224,0
5913,169.32,19,alimentacao,tablet,68,108,0
5914,76.03,6,transporte,mobile,23,493,0
5915,160.91,5,vestuario,mobile,67,2464,0
5916,127.15,23,alimentacao,mobile,6,951,0
5917,95.98,17,eletronicos,mobile,26,1132,0
5918,104.75,4,saude,mobile,2,2116,0
5919,147.99,0,servicos,mobile,41,1410,0
5920,65.13,8,alimentacao,mobile,71,1360,0
5921,68.94,15,eletronicos,mobile,49,175,0
5922,588.81,8,alimentacao,mobile,41,1897,0
5923,1775.08,19,alimentacao,mobile,15,417,0
5924,23.93,12,saude,mobile,48,1240,0
5925,22.52,23,saude,mobile,25,1050,0
5926,31.41,20,alimentacao,mobile,49,2016,0
5927,80.35,11,alimentacao,mobile,10,2030,0
5928,241.14,20,transporte,mobile,41,1924,0
5929,172.5,10,transporte,atm,39,1849,0
5930,108.77,0,alimentacao,mobile,61,899,0
5931,161.07,7,alimentacao,mobile,72,1043,0
5932,42.04,9,transporte,tablet,72,2645,0
5933,68.82,23,alimentacao,mobile,27,2130,0
5934,88.05,19,servicos,mobile,51,2197,0
5935,15.76,3,servicos,tablet,52,2610,0
5936,25.09,0,eletronicos,mobile,67,205,0
5937,26.21,12,transporte,desktop,64,6,0
5938,208.62,12,servicos,mobile,0,114,0
5939,117.91,17,alimentacao,mobile,64,1500,0
5940,176.3,6,servicos,mobile,38,2148,0
5941,11.9,19,alimentacao,desktop,76,2851,0
5942,17.6,9,saude,mobile,48,1896,0
5943,186.71,8,alimentacao,desktop,30,2201,0
5944,4.24,10,servicos,atm,16,2773,0
5945,346.23,22,alimentacao,atm,75,511,0
5946,12.11,9,servicos,mobile,12,2026,0
5947,227.62,13,vestuario,desktop,7,1997,0
5948,33.87,21,alimentacao,desktop,10,625,0
5949,285.37,0,servicos,desktop,44,1403,0
5950,3068.6,12,alimentacao,atm,22,127,0
5951,7.39,17,eletronicos,desktop,46,1442,0
5952,193.43,21,transporte,desktop,65,1597,0
5953,12.32,1,servicos,mobile,23,1132,0
5954,143.95,17,servicos,mobile,2,1489,0
5955,71.7,19,eletronicos,desktop,28,1902,0
5956,103.83,8,servicos,desktop,48,2812,0
5957,33.02,17,saude,desktop,58,1185,0
5958,212.43,11,vestuario,mobile,5,2125,0
5959,18.3,15,transporte,mobile,70,1315,0
5960,352.76,9,eletronicos,atm,47,2700,0
5961,57.39,4,alimentacao,mobile,38,1688,0
5962,19.24,19,eletronicos,desktop,20,2269,0
5963,520.31,5,alimentacao,desktop,76,870,1
5964,83.59,4,servicos,mobile,12,1982,0
5965,733.92,21,vestuario,mobile,35,761,0
5966,344.98,22,vestuario,mobile,37,1689,0
5967,37.41,14,alimentacao,desktop,43,580,0
5968,81.98,13,alimentacao,mobile,18,1740,0
5969,102.84,8,servicos,atm,75,538,0
5970,482.48,14,eletronicos,desktop,30,1522,0
5971,145.66,14,saude,mobile,56,1452,0
5972,109.28,12,eletronicos,mobile,50,2517,0
5973,72.25,15,alimentacao,mobile,16,314,0
5974,85.15,13,vestuario,mobile,74,704,0
5975,378.06,21,servicos,mobile,36,2130,0
5976,90.38,16,alimentacao,mobile,49,2745,0
5977,58.29,9,vestuario,atm,51,2422,0
5978,48.38,15,alimentacao,desktop,40,1678,0
5979,48.95,5,alimentacao,tablet,51,802,0
5980,19.25,5,alimentacao,desktop,44,1312,0
5981,39.43,19,vestuario,desktop,59,2569,0
5982,467.9,13,servicos,tablet,37,633,0
5983,71.72,1,alimentacao,mobile,64,2955,0
5984,195.36,8,servicos,desktop,45,828,0
5985,5.89,23,servicos,tablet,79,1450,0
5986,168.2,15,transporte,atm,45,1752,0
5987,75.38,20,alimentacao,mobile,47,886,1
5988,53.01,13,alimentacao,tablet,39,456,0
5989,109.84,1,alimentacao,mobile,31,931,0
5990,52.17,4,saude,mobile,63,10,0
5991,8.7,2,servicos,mobile,50,1912,0
5992,248.26,17,alimentacao,mobile,31,778,0
5993,117.6,18,eletronicos,mobile,64,1329,0
5994,63.73,10,alimentacao,mobile,8,913,0
5995,31.1,17,alimentacao,mobile,4,602,0
5996,17.87,13,transporte,tablet,51,2824,0
5997,115.16,17,alimentacao,tablet,36,1025,0
5998,531.01,16,alimentacao,tablet,63,1745,0
5999,112.56,10,transporte,desktop,53,1019,0
6000,19.67,15,transporte,atm,62,1217,0
6001,115.31,7,eletronicos,mobile,21,746,0
6002,84.89,17,eletronicos,mobile,20,2949,0
6003,232.86,21,transporte,mobile,20,1808,0
6004,175.46,4,eletronicos,mobile,51,1102,0
6005,3.37,16,transporte,desktop,53,1663,0
6006,163.98,2,saude,mobile,79,2874,0
6007,29.85,9,alimentacao,atm,17,1862,0
6008,18.84,16,vestuario,mobile,8,2824,0
6009,73.16,6,alimentacao,mobile,76,1991,0
6010,141.47,5,transporte,mobile,41,2069,0
6011,14.81,9,eletronicos,mobile,29,1121,0
6012,195.4,2,servicos,atm,24,1576,0
6013,208.44,15,saude,desktop,70,1813,0
6014,94.79,3,eletronicos,mobile,63,2465,0
6015,34.66,7,alimentacao,desktop,13,2225,0
6016,30.65,7,servicos,mobile,25,972,0
6017,278.25,23,alimentacao,mobile,69,1289,0
6018,17.08,23,eletronicos,mobile,58,1104,0
6019,290.3,1,servicos,mobile,65,2955,0
6020,75.06,3,transporte,desktop,12,621,1
6021,81.01,17,vestuario,tablet,46,1742,0
6022,13.75,7,alimentacao,mobile,5,766,0
6023,76.6,15,alimentacao,desktop,36,395,0
6024,176.79,22,saude,desktop,8,410,0
6025,20.7,3,alimentacao,mobile,21,61,0
6026,155.79,23,transporte,mobile,20,2552,0
6027,99.28,1,eletronicos,mobile,15,2501,0
6028,44.34,5,transporte,mobile,67,4,0
6029,230.47,12,alimentacao,mobile,29,803,0
6030,7.98,21,alimentacao,mobile,12,1274,0
6031,131.81,13,eletronicos,mobile,79,463,0
6032,534.53,3,transporte,desktop,2,1093,0
6033,438.75,5,servicos,mobile,11,2773,0
6034,138.21,18,transporte,atm,68,1163,0
6035,64.6,13,saude,mobile,36,1527,0
6036,44.73,0,alimentacao,mobile,29,2531,0
6037,64.51,12,transporte,desktop,24,7,0
6038,163.72,9,saude,mobile,47,2463,0
6039,37.04,0,servicos,atm,28,1365,0
6040,207.09,5,transporte,mobile,6,1990,0
6041,940.56,22,transporte,mobile,77,2875,0
6042,84.09,16,servicos,desktop,72,2067,0
6043,20.52,1,alimentacao,desktop,14,904,0
6044,20.51,0,alimentacao,desktop,40,2410,0
6045,211.5,8,eletronicos,desktop,36,717,0
6046,84.29,11,servicos,mobile,7,1155,0
6047,236.16,10,vestuario,desktop,31,1941,0
6048,50.05,16,eletronicos,desktop,50,1352,0
6049,224.46,4,saude,desktop,8,2558,0
6050,75.63,1,alimentacao,mobile,29,734,0
6051,40.22,16,servicos,atm,20,1921,0
6052,57.91,21,alimentacao,desktop,28,714,0
6053,24.12,4,servicos,mobile,50,1777,0
6054,802.95,8,eletronicos,mobile,32,2803,0
6055,80.96,15,alimentacao,desktop,61,2915,0
6056,182.9,3,eletronicos,atm,40,2282,0
6057,49.87,20,servicos,mobile,55,1904,0
6058,28.3,5,eletronicos,tablet,49,1359,0
6059,69.6,12,alimentacao,mobile,65,943,0
6060,302.27,8,alimentacao,mobile,11,117,0
6061,50.76,16,vestuario,desktop,79,1524,0
6062,34.55,4,vestuario,mobile,60,2228,0
6063,106.81,2,transporte,mobile,15,2506,0
6064,155.85,12,alimentacao,desktop,2,2845,0
6065,548.47,20,servicos,mobile,2,548,0
6066,132.84,15,transporte,mobile,55,2780,0
6067,182.8,18,alimentacao,mobile,33,833,0
6068,198.58,10,transporte,mobile,14,2142,0
6069,25.32,3,eletronicos,mobile,25,2237,0
6070,31.2,10,saude,mobile,35,1943,0
6071,27.32,23,vestuario,atm,3,1258,0
6072,20.79,18,alimentacao,desktop,44,363,0
6073,215.94,16,servicos,desktop,2,1502,0
6074,123.85,7,alimentacao,mobile,51,257,0
6075,98.24,14,saude,mobile,4,1882,0
6076,5.2,14,transporte,tablet,63,796,0
6077,863.53,15,saude,desktop,20,582,0
6078,33.66,21,servicos,tablet,41,1691,0
6079,860.05,16,servicos,mobile,30,746,0
6080,18.28,5,alimentacao,desktop,70,2739,0
6081,36.83,5,servicos,mobile,63,298,0
6082,7.98,14,servicos,mobile,76,2613,0
6083,134.07,20,transporte,tablet,57,2320,0
6084,26.81,22,eletronicos,mobile,78,918,0
6085,27.65,14,vestuario,mobile,18,1706,0
6086,19.89,12,saude,mobile,25,1099,0
6087,211.68,19,servicos,desktop,64,717,0
6088,196.88,23,transporte,desktop,2,931,0
6089,660.66,0,vestuario,mobile,14,1025,0
6090,42.34,7,alimentacao,atm,57,1590,0
6091,114.51,8,transporte,mobile,31,1740,0
6092,21.8,13,servicos,tablet,20,2426,0
6093,62.27,7,vestuario,desktop,24,1713,0
6094,50.87,7,servicos,atm,61,2349,0
6095,150.04,0,eletronicos,desktop,38,2761,0
6096,275.54,0,transporte,mobile,0,2659,0
6097,267.78,10,servicos,mobile,41,1225,0
6098,35.62,23,alimentacao,tablet,62,1565,0
6099,269.97,7,saude,tablet,13,2418,0
6100,85.76,5,saude,desktop,5,1974,0
6101,62.99,6,servicos,desktop,50,392,0
6102,41.29,23,servicos,mobile,70,2861,0
6103,48.62,15,eletronicos,mobile,5,2301,0
6104,611.89,15,eletronicos,mobile,52,2026,0
6105,126.24,4,servicos,desktop,62,2968,0
6106,109.08,21,alimentacao,desktop,12,502,0
6107,67.46,4,servicos,desktop,20,2656,0
6108,1326.87,23,alimentacao,desktop,40,981,0
6109,378.23,22,servicos,mobile,48,2438,0
6110,40.72,13,eletronicos,mobile,40,228,0
6111,66.62,20,servicos,mobile,14,1668,0
6112,71.12,23,eletronicos,mobile,70,332,0
6113,105.68,13,vestuario,desktop,33,2846,0
6114,41.62,18,saude,desktop,42,1476,0
6115,145.87,14,transporte,atm,42,2564,0
6116,444.65,12,alimentacao,mobile,44,2215,0
6117,21.22,8,alimentacao,tablet,23,1449,0
6118,26.02,15,vestuario,desktop,25,567,0
6119,52.91,6,vestuario,mobile,11,1403,0
6120,55.67,4,vestuario,desktop,58,960,0
6121,811.04,6,alimentacao,atm,25,762,0
6122,270.94,0,alimentacao,mobile,4,1010,1
6123,254.36,22,servicos,desktop,3,690,0
6124,67.3,6,vestuario,mobile,77,2520,0
6125,65.7,19,alimentacao,mobile,34,2727,0
6126,18.23,10,alimentacao,mobile,48,552,0
6127,212.71,8,alimentacao,mobile,42,637,0
6128,154.49,5,servicos,desktop,67,103,0
6129,370.41,19,servicos,mobile,71,1255,0
6130,71.38,12,vestuario,desktop,62,1871,0
6131,77.02,10,vestuario,tablet,78,792,0
6132,108.53,15,servicos,tablet,17,1581,0
6133,240.11,19,transporte,mobile,35,1007,0
6134,17.86,15,transporte,mobile,23,9,0
6135,202.28,11,transporte,mobile,66,714,1
6136,88.01,21,saude,mobile,22,2294,0
6137,28.09,21,vestuario,mobile,63,2647,0
6138,9.09,23,eletronicos,desktop,18,1272,0
6139,77.47,2,servicos,desktop,55,1742,0
6140,442.52,21,alimentacao,mobile,1,1643,0
6141,568.02,4,transporte,mobile,63,909,0
6142,133.08,14,vestuario,tablet,66,2012,0
6143,779.15,15,saude,atm,45,1222,0
6144,85.86,4,alimentacao,desktop,43,154,0
6145,256.89,0,eletronicos,desktop,36,1157,0
6146,54.8,22,saude,desktop,47,518,0
6147,51.11,21,servicos,mobile,45,1434,0
6148,42.72,4,vestuario,tablet,39,1389,0
6149,9.33,14,alimentacao,mobile,41,1404,0
6150,370.85,3,alimentacao,desktop,9,516,0
6151,44.44,13,transporte,mobile,37,2841,0
6152,37.28,7,alimentacao,desktop,34,350,0
6153,24.58,18,servicos,desktop,71,879,0
6154,71.89,13,servicos,desktop,23,975,0
6155,626.31,11,servicos,mobile,77,1366,0
6156,900.69,16,alimentacao,desktop,71,1280,0
6157,14.48,11,transporte,desktop,62,2962,0
6158,60.95,0,servicos,desktop,56,2549,0
6159,28.85,14,alimentacao,mobile,25,165,0
6160,266.98,18,alimentacao,mobile,13,1785,0
6161,123.38,11,transporte,desktop,63,1546,0
6162,44.69,4,alimentacao,mobile,56,2788,0
6163,97.5,0,alimentacao,desktop,66,1024,0
6164,53.24,7,transporte,mobile,43,1372,0
6165,531.48,18,servicos,desktop,71,2785,0
6166,164.29,7,alimentacao,mobile,6,1417,0
6167,188.07,22,vestuario,tablet,8,1820,0
6168,4.79,7,vestuario,mobile,5,935,0
6169,83.64,10,eletronicos,mobile,25,2349,0
6170,890.28,18,eletronicos,mobile,11,245,0
6171,387.12,14,alimentacao,tablet,3,2929,0
6172,11.8,0,alimentacao,mobile,64,516,0
6173,63.77,1,eletronicos,mobile,12,1730,0
6174,24.01,4,saude,mobile,66,204,0
6175,591.23,20,transporte,desktop,51,290,0
6176,117.77,0,eletronicos,mobile,48,2110,0
6177,38.68,1,saude,desktop,9,2359,0
6178,93.46,18,servicos,mobile,1,1047,0
6179,5.11,14,servicos,mobile,11,170,0
6180,27.29,23,eletronicos,mobile,25,95,0
6181,93.7,5,servicos,desktop,76,2803,0
6182,228.2,15,vestuario,mobile,32,2256,0
6183,10.64,3,vestuario,atm,18,1159,0
6184,59.19,14,servicos,mobile,22,765,0
6185,273.32,2,transporte,desktop,26,2105,0
6186,18.24,21,saude,mobile,46,2680,0
6187,115.83,9,saude,mobile,64,1974,0
6188,96.79,6,vestuario,tablet,4,2469,0
6189,593.37,23,alimentacao,desktop,61,2551,0
6190,69.88,1,servicos,desktop,1,911,0
6191,74.53,19,transporte,desktop,25,2197,0
6192,230.55,12,vestuario,mobile,47,707,0
6193,20.93,16,alimentacao,atm,8,669,0
6194,70.6,6,servicos,mobile,21,2979,0
6195,54.53,21,saude,tablet,51,982,0
6196,77.26,10,alimentacao,desktop,54,2459,0
6197,228.89,10,servicos,mobile,6,1036,0
6198,165.6,10,servicos,desktop,62,2779,0
6199,39.51,7,alimentacao,atm,32,835,0
6200,104.62,7,alimentacao,mobile,48,52,0
6201,463.82,3,transporte,mobile,17,1389,0
6202,36.07,11,servicos,desktop,79,1795,0
6203,105.6,11,eletronicos,mobile,60,1153,0
6204,72.79,9,alimentacao,mobile,51,800,0
6205,83.99,23,alimentacao,desktop,14,2483,0
6206,14.97,2,eletronicos,atm,61,1124,0
6207,424.89,21,alimentacao,mobile,30,2101,0
6208,38.41,20,vestuario,atm,51,274,0
6209,278.29,0,alimentacao,mobile,52,2621,0
6210,45.44,16,servicos,mobile,64,2245,0
6211,45.24,5,servicos,mobile,66,506,0
6212,341.87,0,servicos,mobile,31,1577,1
6213,268.61,20,alimentacao,desktop,6,2249,0
6214,113.24,2,vestuario,mobile,34,2376,0
6215,207.94,7,servicos,mobile,32,1262,0
6216,65.54,2,eletronicos,desktop,26,350,0
6217,89.19,3,alimentacao,desktop,39,179,0
6218,43.48,1,alimentacao,desktop,46,2991,0
6219,243.34,20,vestuario,desktop,49,326,0
6220,41.98,1,eletronicos,atm,29,1046,0
6221,461.13,18,saude,desktop,49,2568,0
6222,63.6,3,servicos,atm,79,2854,0
6223,92.07,21,servicos,atm,52,1415,0
6224,207.39,20,saude,tablet,48,2029,0
6225,92.41,15,vestuario,mobile,22,1536,0
6226,64.86,19,alimentacao,mobile,26,327,0
6227,87.09,7,alimentacao,mobile,4,1473,0
6228,240.62,18,servicos,mobile,40,2346,0
6229,43.42,5,transporte,desktop,5,1877,0
6230,78.35,14,saude,mobile,62,1682,0
6231,91.04,22,alimentacao,desktop,76,2497,0
6232,233.0,17,alimentacao,tablet,64,566,0
6233,80.65,6,servicos,mobile,12,1703,0
6234,657.95,17,servicos,atm,50,562,0
6235,75.78,21,servicos,desktop,34,187,0
6236,69.31,21,alimentacao,tablet,0,2859,0
6237,74.58,17,transporte,mobile,57,2334,0
6238,21.15,17,vestuario,atm,69,2995,0
6239,28.78,18,saude,mobile,36,1376,0
6240,50.21,17,alimentacao,tablet,72,1728,0
6241,314.01,3,vestuario,mobile,4,185,0
6242,86.8,19,alimentacao,mobile,69,562,0
6243,52.82,4,servicos,mobile,54,253,0
6244,346.95,13,alimentacao,desktop,53,1021,0
6245,495.86,8,saude,tablet,40,1222,0
6246,358.14,5,alimentacao,desktop,2,636,1
6247,35.22,6,vestuario,desktop,36,2333,0
6248,52.21,2,servicos,mobile,76,1822,0
6249,661.9,10,alimentacao,atm,36,1304,0
6250,117.36,10,alimentacao,mobile,5,1201,0
6251,67.06,9,vestuario,atm,39,1699,0
6252,198.38,2,vestuario,desktop,11,1134,0
6253,272.61,14,servicos,mobile,33,2318,0
6254,48.01,4,vestuario,mobile,50,2404,0
6255,114.59,20,alimentacao,desktop,5,553,0
6256,249.44,0,saude,atm,36,2890,0
6257,25.12,1,alimentacao,desktop,40,1371,0
6258,91.25,7,vestuario,tablet,60,591,0
6259,26.42,9,saude,atm,5,2550,0
6260,30.51,23,saude,mobile,50,1243,0
6261,48.45,12,alimentacao,mobile,49,446,0
6262,152.14,9,alimentacao,desktop,0,1610,0
6263,63.17,20,vestuario,mobile,9,1230,0
6264,44.11,5,transporte,desktop,51,738,0
6265,95.27,21,servicos,mobile,68,2181,0
6266,25.49,9,eletronicos,desktop,68,1206,0
6267,144.27,7,alimentacao,mobile,61,1583,0
6268,312.48,7,transporte,tablet,68,168,0
6269,82.51,0,vestuario,mobile,48,1107,0
6270,72.03,16,servicos,desktop,12,124,0
6271,135.75,13,transporte,mobile,42,846,0
6272,9.67,15,alimentacao,tablet,27,2359,0
6273,162.47,15,transporte,mobile,20,2776,0
6274,2730.05,0,vestuario,desktop,9,1017,0
6275,78.65,21,servicos,tablet,1,2097,0
6276,78.96,12,servicos,mobile,60,2122,0
6277,203.97,16,saude,mobile,13,2345,0
6278,549.97,0,eletronicos,mobile,50,249,0
6279,263.08,18,servicos,desktop,24,892,0
6280,8.41,16,alimentacao,mobile,38,2012,0
6281,167.29,8,vestuario,mobile,31,885,0
6282,1524.04,22,eletronicos,mobile,23,1960,0
6283,178.52,15,servicos,mobile,38,2694,0
6284,25.28,21,servicos,mobile,62,2464,0
6285,122.73,19,alimentacao,mobile,40,1470,0
6286,22.0,4,servicos,desktop,63,614,0
6287,349.35,23,servicos,desktop,72,960,0
6288,31.45,17,saude,mobile,39,1653,0
6289,97.68,4,eletronicos,atm,64,2235,0
6290,35.04,19,saude,mobile,9,2703,0
6291,49.35,10,servicos,tablet,45,2532,0
6292,461.63,20,vestuario,desktop,37,660,0
6293,100.87,4,transporte,mobile,0,333,0
6294,48.66,6,servicos,desktop,71,375,0
6295,25.54,8,servicos,mobile,59,659,0
6296,11.49,10,vestuario,atm,46,1034,0
6297,22.73,15,saude,desktop,55,124,0
6298,101.81,5,alimentacao,mobile,60,2896,0
6299,264.61,16,vestuario,mobile,62,1043,0
6300,48.6,0,transporte,desktop,23,473,0
6301,506.54,7,eletronicos,mobile,33,1596,0
6302,40.88,15,transporte,mobile,27,358,0
6303,69.28,6,transporte,atm,72,2557,0
6304,27.45,10,transporte,mobile,9,2993,0
6305,267.69,14,alimentacao,mobile,72,2741,0
6306,904.39,5,alimentacao,mobile,27,1180,0
6307,12.96,23,servicos,desktop,62,1909,0
6308,61.51,20,transporte,desktop,13,448,0
6309,361.86,23,alimentacao,desktop,67,138,0
6310,18.33,11,alimentacao,atm,43,1676,0
6311,167.9,8,alimentacao,mobile,78,2239,0
6312,345.03,23,alimentacao,mobile,31,42,0
6313,98.11,17,saude,mobile,79,2980,0
6314,164.89,19,vestuario,mobile,66,1277,0
6315,624.53,4,transporte,mobile,0,1855,0
6316,767.6,20,eletronicos,mobile,30,109,0
6317,84.09,12,alimentacao,tablet,32,2658,0
6318,50.12,18,servicos,mobile,16,1696,0
